product,version,break,class def,const,continue,declare,do,echo,expression statement (chain rule),for,foreach,function def,global,goto,halt compiler,if,inline HTML,interface def,trait def,label,namespace,return,static,switch,throw,try/catch,unset,use,while def
ZendFramework,1.11.11,2825,4363,0,353,0,43,735,156639,462,3850,232,17,0,0,21072,120,126,0,0,3,17813,37,638,4044,2743,1205,0,290
ZendFramework,1.11.12,2817,4369,0,358,0,43,735,156864,463,3857,232,17,0,0,21078,121,126,0,0,3,17823,37,638,4048,2750,1206,0,289
osCommerce,2.3.1,636,161,0,15,0,9,2107,15699,338,101,332,417,0,0,4074,2327,0,0,0,0,1392,10,138,0,0,40,0,443
phpBB,3,1472,207,0,330,0,60,170,26943,170,1007,481,1012,0,0,7982,27,0,0,0,0,2453,74,368,0,0,484,0,675
phpMyAdmin,2.11.11.3-english,458,29,0,64,0,3,3109,13245,151,361,451,164,0,0,4567,2282,0,0,0,0,910,9,60,0,0,376,0,153
phpMyAdmin,3.5.0-english,502,91,0,116,0,2,4236,20801,308,748,804,274,0,0,6637,3151,0,0,0,0,1881,24,95,1,8,544,0,170product,version,break,class def,const,continue,declare,do,echo,expression statement (chain rule),for,foreach,function def,global,goto,halt compiler,if,inline HTML,interface def,trait def,label,namespace,return,static,switch,throw,try/catch,unset,use,whileproduct,version,break,class def,const,continue,declare,do,echo,expression statement (chain rule),for,foreach,function def,global,goto,halt compiler,if,inline HTML,interface def,trait def,label,namespace,return,static,switch,throw,try/catch,unset,use,while
WordPress,1.5.1.2,262,25,0,20,0,0,872,8480,80,283,566,333,0,0,2529,2200,0,0,0,0,1029,0,58,0,0,34,0,56
WordPress,3.5.2,1035,216,0,352,0,39,2845,38004,147,1483,2517,910,0,0,14169,6275,1,0,0,0,7288,87,241,30,26,428,0,256
WordPress,2.7.1,731,106,0,181,0,31,2287,24394,139,882,1603,684,0,0,8441,4322,0,0,0,0,3998,26,156,0,0,222,0,208
WordPress,1.5.1.1,262,25,0,20,0,0,872,8478,80,283,566,333,0,0,2529,2200,0,0,0,0,1029,0,58,0,0,34,0,56
WordPress,3.5.1,1035,216,0,352,0,39,2837,37966,147,1483,2516,910,0,0,14162,6242,1,0,0,0,7286,87,241,30,26,428,0,256
WordPress,2.9,993,174,0,227,0,37,2456,30760,161,1125,1829,758,0,0,10728,4731,0,0,0,0,5683,50,211,0,0,302,0,246
WordPress,3.3.2,1026,193,0,315,0,39,2793,36101,140,1376,2373,944,0,0,13172,6026,0,0,0,0,6665,67,223,24,11,406,0,262
WordPress,2.3.3,459,66,0,87,0,9,1629,15805,91,583,1087,625,0,0,5041,3064,0,0,0,0,2293,0,109,0,0,110,0,119
WordPress,2.5.1,561,78,0,131,0,20,1737,19924,114,710,1302,610,0,0,6716,3288,0,0,0,0,3299,10,124,0,0,153,0,162
WordPress,2.8,880,167,0,209,0,36,2407,29091,154,1060,1714,724,0,0,10064,4550,0,0,0,0,5322,45,185,0,0,263,0,234
WordPress,3.1.4,1018,189,0,288,0,38,2646,34777,151,1341,2282,935,0,0,12675,5256,0,0,0,0,6490,64,217,0,0,397,0,251
WordPress,1.5.2,262,25,0,21,0,0,873,8525,80,286,567,335,0,0,2540,2206,0,0,0,0,1031,0,58,0,0,36,0,56
WordPress,3.3.1,1025,193,0,314,0,38,2793,36071,140,1374,2372,944,0,0,13160,6024,0,0,0,0,6662,67,223,24,11,406,0,262
WordPress,2.3.2,459,66,0,87,0,9,1629,15799,91,583,1087,625,0,0,5039,3064,0,0,0,0,2291,0,109,0,0,110,0,119
WordPress,2.7,732,106,0,181,0,32,2290,24312,139,880,1598,684,0,0,8395,4322,0,0,0,0,3980,22,156,0,0,220,0,207
WordPress,3.1.3,1011,189,0,286,0,38,2646,34745,151,1340,2282,935,0,0,12659,5256,0,0,0,0,6489,64,216,0,0,390,0,251
WordPress,1.5.1,262,25,0,20,0,0,872,8487,81,282,566,333,0,0,2532,2200,0,0,0,0,1026,0,58,0,0,34,0,56
WordPress,2.1.3,362,53,0,63,0,2,1267,12578,76,453,886,515,0,0,3925,2663,0,0,0,0,1725,0,78,0,0,84,0,85
WordPress,2.6,630,96,0,158,0,29,1849,21310,132,777,1397,624,0,0,7200,3594,0,0,0,0,3527,13,134,0,0,169,0,206
WordPress,3.1.2,1011,189,0,284,0,38,2644,34726,151,1340,2278,936,0,0,12650,5258,0,0,0,0,6483,64,216,0,0,390,0,251
WordPress,2.3.1,459,66,0,84,0,9,1630,15722,91,581,1082,627,0,0,5001,3061,0,0,0,0,2266,0,109,0,0,110,0,119
WordPress,2.1.2,362,53,0,63,0,2,1267,12541,76,453,882,515,0,0,3914,2663,0,0,0,0,1720,0,78,0,0,84,0,85
WordPress,2.5,558,77,0,126,0,20,1728,19857,114,709,1301,608,0,0,6687,3283,0,0,0,0,3307,10,124,0,0,152,0,161
WordPress,3.1.1,1011,189,0,284,0,38,2644,34726,151,1340,2278,936,0,0,12649,5258,0,0,0,0,6483,64,216,0,0,390,0,251
WordPress,2.1.1,362,53,0,63,0,2,1267,12539,76,453,882,515,0,0,3911,2663,0,0,0,0,1720,0,78,0,0,84,0,85
WordPress,2.3,460,66,0,83,0,9,1628,15721,91,581,1079,628,0,0,4994,3061,0,0,0,0,2261,0,109,0,0,109,0,119
WordPress,2.2,413,60,0,69,0,7,1420,14419,90,513,969,588,0,0,4477,2965,0,0,0,0,1997,0,97,0,0,103,0,109
WordPress,2.1,362,53,0,63,0,2,1267,12534,76,453,882,515,0,0,3908,2663,0,0,0,0,1719,0,78,0,0,84,0,85
WordPress,2.0,290,34,0,36,0,3,1103,9772,75,357,682,430,0,0,3096,2349,0,0,0,0,1331,0,65,0,0,52,0,65
WordPress,2.0.11,315,37,0,41,0,3,1207,10974,81,378,739,442,0,0,3418,2490,0,0,0,0,1440,0,70,0,0,54,0,68
WordPress,2.0.10,315,37,0,41,0,3,1202,10919,81,378,739,442,0,0,3414,2483,0,0,0,0,1438,0,70,0,0,54,0,68
WordPress,1.5-strayhorn,252,24,0,20,0,0,891,8293,78,283,549,332,0,0,2439,2205,0,0,0,0,974,0,57,0,0,34,0,56
WordPress,2.8.6,882,167,0,212,0,36,2355,29267,154,1065,1729,725,0,0,10184,4579,0,0,0,0,5389,46,185,0,0,263,0,234
WordPress,2.8.5,881,167,0,212,0,36,2356,29255,154,1063,1728,724,0,0,10175,4579,0,0,0,0,5386,45,185,0,0,263,0,234
WordPress,2.8.4,889,168,0,212,0,36,2423,29290,154,1069,1724,727,0,0,10184,4581,0,0,0,0,5383,45,186,0,0,262,0,234
WordPress,2.8.3,889,168,0,212,0,36,2423,29290,154,1069,1724,727,0,0,10183,4581,0,0,0,0,5382,45,186,0,0,262,0,234
WordPress,2.6.5,630,96,0,158,0,29,1851,21347,132,779,1403,626,0,0,7235,3598,0,0,0,0,3541,13,134,0,0,170,0,205
WordPress,2.8.2,889,168,0,212,0,36,2423,29256,154,1069,1724,727,0,0,10152,4581,0,0,0,0,5382,45,186,0,0,262,0,234
WordPress,2.0.9,315,37,0,41,0,3,1202,10886,81,378,736,442,0,0,3403,2483,0,0,0,0,1434,0,70,0,0,54,0,68
WordPress,2.6.3,630,96,0,158,0,29,1851,21342,132,779,1403,626,0,0,7233,3598,0,0,0,0,3541,13,134,0,0,170,0,205
WordPress,2.8.1,889,168,0,212,0,36,2423,29252,154,1069,1723,726,0,0,10151,4579,0,0,0,0,5382,45,186,0,0,262,0,234
WordPress,2.0.8,315,37,0,41,0,3,1202,10885,81,378,736,442,0,0,3403,2483,0,0,0,0,1434,0,70,0,0,54,0,68
WordPress,2.6.2,630,96,0,158,0,29,1850,21336,132,779,1399,625,0,0,7232,3595,0,0,0,0,3541,13,134,0,0,170,0,206
WordPress,3.4.2,2050,414,0,666,0,78,5700,74648,288,2904,4944,1918,0,0,27536,12368,0,0,0,0,14158,166,476,54,26,838,0,512
WordPress,3.0.6,1019,168,0,261,0,38,2650,33768,153,1274,2210,857,0,0,12187,5630,0,0,0,0,6094,61,212,0,0,366,0,249
WordPress,2.6.1,630,96,0,158,0,29,1849,21317,132,779,1398,624,0,0,7220,3595,0,0,0,0,3541,13,134,0,0,170,0,206
WordPress,2.0.7,315,37,0,40,0,3,1201,10865,80,378,736,442,0,0,3392,2482,0,0,0,0,1429,0,70,0,0,54,0,68
WordPress,3.4.1,1025,207,0,333,0,39,2851,37301,144,1450,2472,959,0,0,13755,6183,0,0,0,0,7076,83,238,27,13,417,0,256
WordPress,2.0.6,315,37,0,40,0,3,1195,10813,80,376,734,442,0,0,3369,2458,0,0,0,0,1427,0,70,0,0,54,0,68
WordPress,3.0.5,1019,168,0,261,0,38,2650,33760,153,1274,2210,857,0,0,12185,5630,0,0,0,0,6094,61,212,0,0,366,0,249
WordPress,3.6,1602,236,0,371,0,49,2783,44470,235,1640,2561,911,0,0,15640,6160,1,0,0,0,7880,195,374,57,35,622,0,327
WordPress,2.0.5,315,37,0,40,0,3,1194,10778,80,376,732,441,0,0,3363,2458,0,0,0,0,1425,0,70,0,0,54,0,68
WordPress,2.2.3,430,60,0,69,0,7,1424,14482,90,515,972,590,0,0,4497,2980,0,0,0,0,2003,0,102,0,0,106,0,111
WordPress,3.0.4,1019,168,0,261,0,38,2650,33755,153,1273,2210,857,0,0,12182,5630,0,0,0,0,6093,61,212,0,0,366,0,249
WordPress,3.5,1033,216,0,351,0,39,2836,37928,147,1482,2515,909,0,0,14130,6240,1,0,0,0,7268,87,241,30,26,426,0,256
WordPress,3.2.1,1016,190,0,303,0,38,2745,35604,143,1369,2331,938,0,0,12943,5927,0,0,0,0,6537,63,219,24,11,406,0,260
WordPress,2.2.2,430,60,0,69,0,7,1424,14467,90,513,971,588,0,0,4489,2980,0,0,0,0,2002,0,102,0,0,103,0,109
WordPress,2.0.4,304,36,0,37,0,3,1172,10455,76,373,722,438,0,0,3304,2403,0,0,0,0,1415,0,68,0,0,54,0,68
WordPress,3.0.3,1019,168,0,261,0,38,2650,33758,153,1273,2210,859,0,0,12184,5630,0,0,0,0,6094,61,212,0,0,366,0,249
WordPress,3.4,1025,207,0,333,0,39,2850,37335,144,1450,2471,959,0,0,13762,6179,0,0,0,0,7080,83,238,27,13,417,0,256
WordPress,3.0.2,1019,168,0,261,0,38,2650,33743,153,1273,2210,859,0,0,12176,5630,0,0,0,0,6092,61,212,0,0,366,0,249
WordPress,2.2.1,430,60,0,69,0,7,1424,14457,90,513,971,588,0,0,4487,2980,0,0,0,0,2002,0,102,0,0,103,0,109
WordPress,1.2.2,239,11,0,6,0,0,834,7422,88,220,494,337,0,0,1904,1583,0,0,0,0,706,0,56,0,0,10,0,29
WordPress,3.3,1025,193,0,314,0,38,2793,36068,140,1374,2371,944,0,0,13155,6022,0,0,0,0,6661,67,223,24,11,406,0,262
WordPress,3.0.1,1020,168,0,261,0,38,2620,33545,153,1265,2186,848,0,0,12096,5581,0,0,0,0,6077,61,212,0,0,366,0,249
WordPress,1.2.1,217,11,0,6,0,0,834,6725,84,206,452,276,0,0,1797,1589,0,0,0,0,620,0,51,0,0,10,0,28
WordPress,3.2,986,187,0,303,0,38,2745,35469,139,1366,2328,936,0,0,12908,5927,0,0,0,0,6495,63,213,24,11,406,0,260
WordPress,1.0.2,231,7,0,8,0,0,868,5690,79,160,403,310,0,0,1566,877,0,0,0,0,563,0,52,0,0,6,0,30
WordPress,2.0.1,303,36,0,37,0,3,1179,10193,76,369,696,439,0,0,3235,2390,0,0,0,0,1379,0,68,0,0,54,0,66
WordPress,3.1,1011,189,0,283,0,38,2644,34702,151,1340,2278,935,0,0,12641,5258,0,0,0,0,6483,64,216,0,0,388,0,251
WordPress,3.0,1020,168,0,260,0,38,2610,33519,153,1265,2184,857,0,0,12074,5579,0,0,0,0,6072,59,212,0,0,366,0,249
WordPress,0.71-gold,153,7,0,5,0,0,654,3968,61,60,236,215,0,0,1033,684,0,0,0,0,350,0,32,0,0,4,0,46
WordPress,1.0.1-miles,231,7,0,8,0,0,867,5670,79,159,403,310,0,0,1563,877,0,0,0,0,563,0,52,0,0,6,0,30
WordPress,1.0-platinum,222,7,0,8,0,0,932,5614,79,156,386,297,0,0,1545,929,0,0,0,0,547,0,50,0,0,6,0,28
WordPress,2.9.2,993,174,0,225,0,37,2458,30798,161,1126,1829,758,0,0,10735,4734,0,0,0,0,5684,50,211,0,0,302,0,246
WordPress,2.9.1,993,174,0,225,0,37,2458,30798,161,1126,1829,758,0,0,10733,4734,0,0,0,0,5683,50,211,0,0,302,0,246
WordPress,1.5.1.3,262,25,0,21,0,0,872,8501,80,285,566,335,0,0,2530,2200,0,0,0,0,1029,0,58,0,0,34,0,56
